 |       | multijet      | vbfhbb      | vbfhcc      | ggfhbb      | ggfhcc      | ttbar      | vbfz      | qcdz      | qcdw      | vbfw      | bias_2223      | bias_2223 |
 | PDF90430_vbfhcc_2223 | 0 / 0 | 0 / 0 | -1.32802e-06 / 1.3302e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_xs | 0 / 0 | 0 / 0 | 0 / 0 | 0.0453909 / -0.0662117 | 0.0453909 / -0.0662117 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ggf_PDF_aS | 0 / 0 | 0 / 0 | 0 / 0 | 0.0317785 / -0.0317854 | 0.0317785 / -0.0317854 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedPDF | 0 / 0 | 0 / 0 | 0 / 0 | 0.0102688 / -0.0102695 | -0.0381125 / 0.0447293 | 0 / 0 | -0.0144051 / 0.0144037 | -0.0484246 / 0.0484092 | 0.0138358 / -0.013837 | 0.0136766 / -0.0126858 | 0 / 0 | 0 / 0 |
 | JET_QG_nchargedME | 0 / 0 | 0 / 0 | 0 / 0 | 0.0537421 / -0.0481629 | 0.0184758 / -0.0129715 | 0 / 0 | 4.25582e-07 / -4.2302e-07 | 0.0153371 / -0.0153383 | 6.57073e-06 / -6.48939e-06 | -2.71959e-06 / 2.74628e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical6 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0320287 / -0.0246917 | -0.00990693 / 0.0150628 | 0 / 0 | -3.8858e-07 / 4.32665e-07 | 0.0234037 / -0.023408 | 4.93869e-06 / -4.89717e-06 | 0.0333533 / -0.0316549 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical5 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00963379 / 0.0112406 | 0.0930578 / -0.079229 | 0 / 0 | 1.66521e-06 / -1.63437e-06 | 0.0429552 / -0.0429754 | 2.81687e-06 / -2.76563e-06 | -2.31933e-06 / 2.24293e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical1 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0591517 / 0.0590684 | -0.0209422 / 0.036538 | 0 / 0 | -1.86285e-06 / 1.83831e-06 | 0.0233621 / -0.0233756 | -0.0403351 / 0.040296 | 4.37828e-06 / -4.76559e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling4 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0346908 / 0.034675 | 0.0736509 / -0.0607702 | 0 / 0 | 0.0159493 / -0.0158699 | 0 / 0 | -2.27998e-07 / 2.27296e-07 | 1.61556e-06 / -1.05253e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Modelling2 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0404644 / -0.0374871 | -0.017597 / 0.0220595 | 0 / 0 | 0.0114668 / -0.0114681 | -0.017171 / 0.0171678 | 0.0180777 / -0.0180811 | -0.0168896 / 0.0168864 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector2 | 0 / 0 | 0 / 0 | 0 / 0 | -0.137362 / 0.139527 | -0.0721098 / 0.0792928 | 0 / 0 | 0.0135384 / -0.0135409 | -0.0123078 / 0.0123057 | 0.0274052 / -0.0274153 | -0.0119907 / 0.0135148 | 0 / 0 | 0 / 0 |
 | FT_EFF_Eigen_B_0_run3 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0178054 / 0.0178032 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical4 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0648331 / -0.0587046 | 0 / 0 | -2.65531e-06 / 2.5918e-06 | 0.063064 / -0.0598774 | -0.0148053 / 0.0148027 | -2.23194e-06 / 2.98498e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.146856 / -0.12319 | 0 / 0 | -0.0298703 / 0.029865 | -0.0568522 / 0.0572046 | 0.0218422 / -0.0218445 | -2.77442e-06 / 2.62184e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.073098 / 0.0733616 | 0 / 0 | 7.79011e-06 / -7.46693e-06 | -0.0361717 / 0.036148 | -0.0311974 / 0.0311796 | -1.98148e-06 / 1.98423e-06 | 0 / 0 | 0 / 0 |
 | JET_EffectiveNP_Detector1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0966772 / -0.0890459 | 0 / 0 | -0.0202883 / 0.0204924 | -0.0177097 / 0.0177057 | 4.47421e-06 / -4.52823e-06 | -3.37736e-07 / 3.3705e-07 | 0 / 0 | 0 / 0 |
